ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,6277 8 6794 11 7312 14 7830 16 8349 17 8868 17 9386 18 9905 19 10423 20 10942 22 11461 23 11979 24 12498 25 13017 25 13536 25 14055 25 14574 24 15093 24 15612 24 16131 24 16650 24 17169 23 17688 23 18207 22 18726 20 19246 19 19765 19 20284 19 20804 18 21323 17 21842 16 22362 14 22881 13 23402 10 23923 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28088 9 28603 16 29121 18 29638 22 30156 24 30674 25 31193 25 31711 26 32229 27 32747 28 33266 28 33785 28 34303 28 34822 26 35341 25 35860 25 36379 24 36898 22 37417 21 37935 22 38454 21 38974 19 39493 18 40012 17 40532 15 41053 10 41575 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45750 5 46264 16 46781 19 47299 21 47818 23 48336 25 48854 26 49372 27 49890 28 50409 28 50928 28 51447 28 51966 28 52485 27 53004 26 53523 25 54043 23 54564 20 55085 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,8380 1 8897 7 9416 9 9934 11 10452 13 10970 15 11488 16 12007 16 12526 16 13045 17 13564 17 14084 17 14604 17 15124 16 15643 17 16163 16 16682 16 17201 16 17720 16 18239 16 18759 15 19278 16 19798 15 20317 15 20836 15 21356 14 21875 14 22394 14 22914 13 23434 11 23954 10 24477 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,62894 2 63409 10 63925 15 64443 17 64961 19 65479 21 65998 21 66516 22 67034 23 67553 23 68071 24 68590 25 69109 25 69628 25 70146 26 70665 26 71184 26 71703 26 72222 26 72741 26 73260 26 73779 26 74298 26 74818 25 75337 25 75856 25 76375 25 76894 24 77413 24 77933 22 78452 21 78971 20 79491 19 80011 17 80531 15 81051 12 81573 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,606 4 1125 6 1644 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,124137 4 124656 5 125177 5 125697 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,92508 8 93025 12 93543 15 94061 17 94579 19 95097 20 95616 22 96134 23 96653 24 97172 24 97691 24 98210 25 98730 24 99249 25 99768 26 100287 27 100806 27 101326 26 101845 26 102365 25 102884 25 103404 24 103924 23 104444 22 104964 21 105484 19 106004 17 106526 13 107048 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20911 4 21427 10 21945 12 22463 15 22981 17 23499 19 24001 6 24017 21 24518 11 24536 21 25035 15 25054 24 25554 17 25573 24 26073 44 26592 44 27110 45 27629 45 28149 44 28667 46 29186 46 29705 47 30224 47 30744 46 31263 46 31782 45 32301 45 32820 45 33340 44 33860 42 34380 41 34899 22 34923 16 35419 20 35443 14 35938 20 35967 4 36458 18 36979 16 37499 14 38020 10 38541 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,49960 8 50476 14 50994 15 51512 17 52029 19 52547 21 53065 22 53584 22 54102 23 54621 23 55139 24 55657 24 56175 25 56694 25 57213 25 57732 24 58251 24 58770 24 59289 24 59808 23 60327 22 60845 22 61364 21 61883 21 62403 20 62922 20 63441 19 63960 19 64479 17 64999 15 65519 14 66039 12 66559 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127 23 646 24 1165 25 1684 25 2203 25 2723 24 3242 24 3762 23 4282 21 4801 21 5321 20 5840 20 6360 19 6880 18 7400 16 7920 14 8441 10 8963 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,111729 8 112243 19 112760 26 113277 30 113795 33 114313 35 114832 36 115350 38 115868 39 116387 40 116906 40 117425 40 117944 40 118463 40 118982 40 119501 39 120020 38 120539 37 121060 34 121580 32 122100 30 122620 27 123141 20 123663 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80630 1 81144 11 81662 13 82181 14 82699 17 83217 18 83736 18 84254 20 84773 20 85292 20 85811 20 86330 20 86849 20 87368 20 87887 20 88406 20 88924 21 89434 7 89442 22 89950 33 90465 37 90983 37 91500 39 92018 39 92536 38 93054 37 93572 36 94091 35 94610 34 95129 33 95648 32 96167 32 96687 31 97206 31 97726 30 98245 30 98765 29 99284 28 99803 28 100323 27 100844 24 101364 22 101883 21 102404 17 102925 13 103446 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,168 14 686 17 1204 19 1724 19 2243 19 2762 20 3282 19 3801 20 4321 19 4841 18 5360 18 5880 18 6399 20 6918 20 7437 20 7957 19 8476 19 8995 19 9515 18 10035 17 10555 16 11075 14 11596 10 12117 7 12640 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57273 7 57789 14 58307 16 58824 19 59342 20 59860 22 60379 23 60898 24 61417 24 61936 24 62454 25 62973 25 63492 25 64010 26 64530 24 65049 23 65568 22 66088 20 66607 19 67127 16 67647 13 68169 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89477 10 89994 13 90511 15 91029 17 91548 19 92066 21 92585 21 93104 22 93623 23 94142 24 94661 25 95180 25 95699 25 96218 25 96737 25 97256 26 97776 25 98295 25 98814 26 99333 26 99852 26 100372 25 100893 23 101412 23 101932 21 102451 21 102971 20 103491 19 104011 17 104531 16 105052 13 105574 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,34994 6 35511 10 36028 14 36546 16 37065 16 37583 18 38102 18 38621 19 39139 21 39657 23 40176 23 40694 24 41213 24 41732 24 42251 23 42770 23 43289 22 43807 22 44326 22 44845 21 45365 20 45884 19 46403 17 46923 15 47444 12 47965 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63019 4 63535 10 64053 12 64571 14 65090 15 65607 18 66126 18 66644 19 67163 20 67682 20 68201 20 68720 20 69239 20 69758 20 70277 20 70796 20 71315 20 71834 20 72353 20 72872 20 73391 20 73910 20 74429 20 74948 20 75467 20 75986 20 76505 20 77024 20 77543 20 78062 20 78581 20 79100 19 79619 19 80138 18 80658 17 81178 15 81698 13 82217 13 82737 11 83258 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,227 25 744 30 1263 31 1781 32 2301 31 2820 31 3339 31 3859 30 4379 29 4898 29 5418 28 5937 28 6456 28 6975 28 7494 28 8013 28 8533 27 9052 26 9572 25 10092 23 10611 22 11131 21 11650 21 12169 20 12688 19 13208 17 13729 13 14250 10 14773 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113915 5 114431 11 114948 15 115466 16 115984 18 116502 19 117020 20 117538 21 118056 22 118573 24 119091 25 119610 25 120128 26 120645 28 121164 28 121682 29 122201 29 122720 30 123239 31 123757 36 124276 42 124795 44 125314 45 125833 46 126352 47 126871 48 127390 49 127910 48 128429 49 128949 48 129469 47 129990 45 130514 39 131040 31
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28788 9 29305 14 29823 17 30342 19 30861 20 31380 21 31899 21 32418 22 32938 22 33457 23 33976 23 34496 23 35015 23 35534 23 36053 23 36573 22 37092 22 37612 21 38131 21 38650 21 39169 20 39689 19 40208 18 40728 15 41249 12 41770 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84330 7 84846 12 85364 16 85881 19 86399 21 86918 22 87437 23 87956 24 88475 24 88994 24 89513 25 90032 26 90551 26 91071 25 91590 25 92110 24 92630 22 93149 22 93669 20 94188 20 94709 18 95230 15 95751 12 96274 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,52687 7 53202 14 53718 19 54236 22 54753 26 55271 28 55790 28 56308 31 56827 32 57346 33 57865 33 58384 33 58903 33 59422 34 59941 34 60460 34 60979 35 61498 34 62018 33 62537 32 63058 30 63578 29 64097 29 64617 26 65138 23 65659 19 66180 15 66704 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24166 12 24683 16 25200 21 25717 23 26235 24 26754 25 27272 26 27790 27 28307 29 28826 29 29345 29 29864 29 30383 30 30901 30 31420 30 31939 30 32458 30 32977 30 33496 30 34015 29 34535 28 35054 28 35573 27 36092 26 36612 24 37133 21 37653 19 38172 17 38693 14 39216 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79182 2 79697 10 80215 13 80733 16 81250 19 81769 21 82287 23 82806 24 83326 23 83845 24 84364 26 84883 27 85403 26 85923 25 86442 25 86962 24 87481 25 88000 25 88519 25 89039 23 89560 20 90080 18 90601 13 91123 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112933 3 113449 10 113966 14 114484 17 115002 18 115520 20 116038 22 116557 24 117076 24 117595 24 118114 25 118633 26 119152 27 119671 28 120189 29 120708 29 121228 28 121747 29 122266 29 122785 29 123305 28 123825 27 124345 26 124865 24 125385 23 125906 21 126427 18 126948 14 127468 12 127986 13 128503 15 129021 17 129538 21 130056 22 130575 22 131096 18
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,849 7 1364 17 1882 20 2400 22 2918 24 3436 27 3954 28 4473 29 4992 29 5511 29 6030 29 6548 30 7068 28 7587 28 8107 26 8626 24 9147 20 9669 15 10188 14 10708 13 11225 16 11743 18 12261 20 12779 22 13297 24 13815 25 14334 26 14853 28 15372 28 15891 29 16410 29 16929 29 17448 29 17967 29 18486 29 19005 29 19524 29 20043 29 20562 28 21081 28 21601 26 22120 25 22640 23 23161 21 23680 21 24199 20 24720 16 25241 12 25762 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,70923 6 71440 12 71957 16 72474 20 72991 23 73509 24 74027 25 74546 26 75064 28 75581 31 76100 31 76618 32 77136 33 77654 34 78172 35 78691 35 79210 34 79729 34 80247 34 80766 34 81285 33 81804 33 82323 32 82842 31 83361 30 83880 29 84399 28 84919 25 85438 23 85958 21 86478 18 86999 14 87523 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,99991 2 100507 9 101024 14 101541 17 102059 19 102577 20 103096 20 103615 21 104134 22 104653 22 105172 22 105691 23 106210 23 106729 23 107248 23 107766 24 108285 24 108804 24 109323 23 109842 22 110361 22 110880 21 111399 21 111919 20 112438 19 112957 18 113476 17 113997 14 114518 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40307 9 40823 15 41340 20 41858 23 42377 24 42895 26 43414 28 43932 29 44451 30 44969 31 45487 32 46006 32 46525 32 47044 32 47563 32 48082 31 48601 31 49120 30 49640 27 50160 26 50680 23 51201 19 51724 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125442 10 125960 12 126479 13 126997 14 127515 16 128033 17 128552 18 129070 19 129589 19 130107 20 130626 19 131147 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10758 12 11276 14 11793 17 12311 19 12830 20 13347 22 13865 23 14383 24 14902 24 15421 24 15939 25 16457 26 16975 27 17494 27 18012 28 18531 28 19050 27 19569 26 20088 25 20607 25 21126 24 21645 24 22164 24 22683 23 23203 20 23723 18 24243 17 24764 12 25286 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89663 6 90180 10 90697 15 91215 17 91734 18 92253 20 92772 20 93291 21 93810 21 94329 21 94848 21 95367 21 95886 21 96405 21 96924 21 97443 21 97962 22 98481 22 98990 1 98999 22 99505 10 99518 22 100022 14 100037 22 100541 37 101059 38 101577 38 102095 38 102614 36 103133 20 103157 11 103651 21 103680 3 104170 20 104689 20 105208 20 105727 20 106246 20 106765 20 107284 20 107803 19 108322 19 108840 19 109359 18 109878 18 110396 18 110914 19 111433 19 111952 19 112471 19 112989 19 113508 18 114028 16 114547 15 115067 13 115587 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,403 15 919 20 1437 23 1956 23 2475 23 2994 23 3513 23 4032 23 4551 23 5070 23 5591 20 6112 17 6632 15 7154 11 7677 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46606 3 47121 11 47637 18 48155 20 48672 23 49190 26 49708 28 50226 29 50745 29 51264 30 51783 30 52302 30 52821 30 53340 30 53859 30 54378 30 54897 30 55417 28 55936 28 56457 25 56978 21 57499 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114077 6 114594 10 115111 13 115629 15 116147 16 116666 16 117185 17 117703 18 118221 19 118739 19 119258 19 119777 19 120295 19 120814 19 121333 18 121852 18 122370 19 122888 20 123406 20 123925 20 124444 20 124963 20 125481 21 126000 21 126519 20 127038 20 127557 19 128076 18 128595 17 129114 17 129633 16 130152 16 130672 12 131194 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20140 8 20656 14 21174 16 21692 18 22209 20 22728 21 23246 22 23765 23 24284 24 24803 24 25321 25 25839 26 26358 26 26876 26 27395 25 27914 25 28432 26 28951 25 29470 25 29989 25 30508 25 31027 25 31546 25 32065 24 32584 23 33103 22 33622 21 34142 19 34661 18 35182 14 35702 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127076 7 127593 12 128110 17 128627 25 129144 30 129662 32 130180 34 130699 33 131220 29
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66869 16 67386 23 67903 28 68420 32 68939 33 69458 33 69977 33 70496 34 71015 33 71534 33 72053 33 72572 32 73092 31 73612 30 74133 27 74654 23 75177 16 75701 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109438 5 109954 11 110471 16 110990 17 111508 19 112026 21 112544 23 113063 24 113582 24 114101 25 114621 25 115140 26 115660 25 116179 25 116699 24 117218 24 117738 23 118257 24 118777 23 119298 21 119817 21 120337 21 120858 19 121378 18 121899 16 122420 13 122940 11 123462 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,451 19 968 22 1486 24 2005 24 2526 22 3045 21 3565 20 4084 20 4603 20 5122 20 5641 20 6160 19 6680 17 7199 16 7720 13 8241 10 8764 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80918 3 81433 12 81950 16 82468 19 82986 22 83504 23 84023 24 84542 26 85061 27 85580 28 86099 30 86618 31 87138 31 87658 31 88178 32 88697 33 89217 33 89737 33 90258 31 90778 31 91298 29 91818 28 92337 25 92855 23 93373 20 93891 19 94409 20 94926 22 95429 8 95443 24 95946 40 96463 42 96982 43 97501 42 98021 41 98541 40 99061 38 99582 35 100103 32 100624 29 101145 25 101666 21 102191 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25899 11 26416 16 26933 19 27451 21 27485 1 27970 23 27999 11 28488 27 28516 14 29006 44 29524 47 30042 48 30561 49 31080 49 31598 50 32117 50 32636 50 33154 51 33673 51 34191 52 34710 52 35229 52 35748 52 36266 53 36785 53 37304 53 37824 52 38343 52 38863 51 39383 49 39903 47 40423 15 40441 26 40943 11 40961 24 41482 21 42003 17 42526 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51875 6 52393 9 52911 11 53430 12 53948 13 54468 12 54987 12 55506 12 56025 12 56544 13 57063 14 57582 15 58101 15 58620 15 59139 15 59658 15 60178 14 60698 14 61217 14 61737 13 62256 13 62775 13 63294 13 63814 11 64333 11 64853 8 65373 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,501 14 1019 16 1538 16 2058 14 2581 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,49300 4 49820 3 50338 4 50856 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1538 2 1569 12 1793 4 1823 16 2049 6 2062 9 2078 18 2305 6 2317 11 2333 20 2561 8 2571 14 2589 21 2817 25 2845 22 3073 26 3102 21 3329 26 3358 22 3585 27 3614 22 3841 28 3870 22 4097 52 4353 52 4609 52 4865 52 5121 52 5378 51 5634 51 5890 51 6146 51 6403 49 6660 48 6917 46 7174 44 7431 42 7688 38 7946 18 7971 6 8204 14 8462 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12546 3 12801 5 13057 6 13313 8 13569 9 13825 9 14081 10 14337 10 14593 10 14849 10 15105 11 15361 11 15617 11 15873 11 16129 11 16385 11 16641 11 16897 11 17153 11 17409 10 17665 10 17921 10 18177 10 18433 10 18689 9 18945 9 19201 8 19457 6 19714 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33538 3 33793 5 34049 6 34305 6 34561 7 34817 8 35073 8 35329 8 35585 9 35841 9 36097 9 36353 9 36609 8 36865 8 37121 7 37377 7 37633 6 37889 5 38145 5 38402 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43011 4 43266 7 43521 10 43777 10 44033 11 44289 12 44545 12 44801 12 45057 13 45314 11 45571 10 45834 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49667 3 49922 5 50177 8 50433 9 50689 10 50945 10 51201 8 51458 5 51714 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52226 1 52482 2 52737 4 52993 4 53249 4 53505 4 53761 5 54017 5 54273 6 54529 6 54785 6 55041 6 55297 6 55553 6 55809 6 56065 6 56321 6 56577 6 56833 5 57089 5 57345 5 57601 4 57857 4 58113 3 58370 2 58626 2 58881 4 59137 5 59393 5 59649 6 59905 6 60161 6 60417 5 60673 5 60929 5 61185 6 61441 6 61697 6 61953 6 62209 6 62465 6 62721 6 62977 6 63233 6 63489 6 63745 6 64001 6 64257 6 64513 5 64769 5 65025 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51467 6 51722 9 51978 9 52233 10 52489 10 52744 11 53000 12 53255 13 53511 12 53768 11 54024 11 54281 10 54537 9 54794 8 55051 6 55308 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36137 3 36391 9 36646 12 36900 14 37154 17 37409 19 37664 20 37918 23 38167 30 38421 32 38675 33 38930 34 39185 34 39440 35 39695 35 39951 34 40207 34 40463 34 40718 34 40974 33 41230 32 41486 31 41742 31 41997 31 42253 28 42509 28 42766 26 43022 26 43279 25 43535 25 43791 24 44048 22 44305 20 44562 18 44818 16 45075 14 45333 10 45592 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51493 2 51742 12 51997 14 52251 16 52506 18 52762 19 53018 19 53274 19 53530 20 53785 21 54041 22 54297 23 54553 24 54809 25 55064 27 55320 27 55576 28 55833 27 56089 28 56345 28 56602 27 56859 27 57116 26 57375 24 57632 23 57888 24 58145 23 58402 22 58657 24 58913 24 59168 26 59424 26 59680 26 59936 27 60192 27 60448 27 60704 27 60960 27 61216 27 61472 27 61728 26 61984 26 62240 26 62496 26 62752 25 63008 25 63264 25 63520 25 63776 25 64032 31 64065 2 64287 38 64543 40 64799 41 65056 41 65313 19 65337 15
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9763 11 10018 14 10273 16 10528 18 10783 20 11039 21 11295 21 11550 22 11804 24 12059 26 12315 26 12570 27 12826 27 13082 27 13339 27 13595 27 13850 27 14105 27 14361 27 14617 27 14873 28 15129 28 15385 27 15642 26 15898 25 16156 23 16415 17 16671 14 16928 11 17186 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28451 7 28706 9 28961 11 29216 13 29472 14 29727 15 29983 15 30239 16 30495 16 30751 16 31007 16 31263 16 31519 16 31775 17 32030 18 32287 17 32543 16 32800 14 33057 11 33319 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,45875 2 46131 8 46381 2 46386 11 46635 18 46890 20 47145 22 47401 22 47656 24 47912 25 48168 25 48423 26 48680 25 48936 24 49192 24 49448 24 49704 24 49961 23 50217 23 50474 22 50731 20 50988 19 51244 19 51501 17 51758 16 52015 15 52272 14 52529 13 52787 9 53047 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19507 1 19758 8 20013 10 20269 11 20525 13 20780 14 21034 17 21291 16 21547 16 21803 16 22059 16 22315 16 22571 16 22828 15 23084 15 23341 14 23598 13 23855 11 24112 1 24115 7 24372 4 24628 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37437 8 37690 13 37943 16 38198 18 38454 19 38710 19 38967 18 39224 18 39479 19 39735 20 39990 21 40246 21 40501 22 40757 22 41013 22 41268 23 41524 23 41779 24 42035 23 42291 22 42547 22 42804 20 43061 18 43318 16 43575 14 43832 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25411 4 25666 7 25921 10 26176 13 26432 14 26688 15 26943 16 27199 16 27455 16 27711 16 27967 16 28221 18 28477 19 28733 19 28990 18 29246 17 29503 15 29759 13 30016 11
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26231 4 26485 8 26739 14 26994 17 27249 20 27505 21 27761 22 28016 24 28272 24 28528 25 28784 25 29040 25 29295 26 29551 26 29807 25 30063 25 30320 24 30576 23 30833 21 31090 19 31347 17 31604 14 31861 12 32119 8
